Language,Speaker,Task,Dial_List,Accent,Sentence,VQ,Vowel_type,Vowel,seg_Start,seg_End,H1_Mean,H1_1,H1_2,H1_3,H2_Mean,H2_1,H2_2,H2_3,H1H2_Mean,H1H2_1,H1H2_2,H1H2_3,H2H4_Mean,H2H4_1,H2H4_2,H2H4_3,H1A1_Mean,H1A1_1,H1A1_2,H1A1_3,H1A2_Mean,H1A2_1,H1A2_2,H1A2_3,H1A3_Mean,H1A3_1,H1A3_2,H1A3_3,CPP_Mean,CPP_1,CPP_2,CPP_3,F0_Mean,F0_1,F0_2,F0_3,CQ_H_Mean,CQ_H_1,CQ_H_2,CQ_H_3,peak_Vel_Mean,peak_Vel_1,peak_Vel_2,peak_Vel_3
French,S1,Reading,American,American,P22,M,Low,PLAT,1101.106,1259.024,4.691,3.325,5.942,4.862,-3.973,-5.167,-2.702,-3.983,8.664,8.492,8.644,8.845,13.490,12.431,17.332,10.886,27.761,28.357,27.260,27.633,31.214,29.885,33.059,30.848,23.771,22.884,23.594,24.841,22.028,22.069,24.631,19.573,210.786,217.960,210.047,204.221,0.734,0.765,0.723,0.717,83.418,90.600,80.640,79.826
French,S1,Reading,American,American,P23,M,High,IL,765.186,868.271,-0.649,-4.456,1.807,0.945,2.163,-2.350,5.577,3.577,-2.812,-2.106,-3.770,-2.632,1.496,0.121,2.830,1.651,0.941,1.681,0.807,0.299,6.801,6.166,7.452,6.870,-0.823,-1.680,-2.092,1.258,20.685,16.745,24.695,20.895,212.102,215.114,213.820,207.385,0.544,0.554,0.484,0.595,75.161,83.000,75.385,68.223
French,S1,Reading,American,American,P25,C,Low,PLAT,883.278,1122.530,7.311,8.939,6.925,6.069,1.087,2.667,1.468,-0.865,6.224,6.273,5.458,6.934,13.517,12.071,13.698,14.795,24.827,25.025,22.944,26.505,27.285,24.812,27.812,29.336,23.303,22.775,23.369,23.802,22.297,22.813,22.920,21.144,201.099,209.684,197.355,196.194,0.581,0.560,0.564,0.620,133.122,158.476,124.748,116.036
French,S1,Reading,American,American,P26,M,High,IL,861.728,1021.840,0.059,0.692,1.151,-1.609,4.823,3.758,5.219,5.493,-4.764,-3.066,-4.068,-7.102,5.350,4.547,5.165,6.312,4.955,4.225,7.982,2.767,7.437,7.299,6.938,8.047,2.000,0.068,3.422,2.467,22.872,20.219,24.920,23.565,233.024,221.005,234.234,243.689,0.601,0.578,0.562,0.663,101.336,103.539,100.608,99.819
French,S1,Reading,American,American,P27,M,Low,PLAT,864.142,1127.338,8.488,7.237,9.712,8.548,-0.873,-0.961,0.874,-2.513,9.361,8.198,8.838,11.062,15.441,15.650,16.077,14.643,32.024,30.197,33.909,32.017,32.840,32.117,36.418,30.039,30.318,25.989,32.962,32.100,22.878,22.438,23.495,22.685,205.913,211.530,205.153,200.988,0.607,0.569,0.607,0.644,136.945,145.863,137.130,128.248
French,S1,Reading,American,American,P6,M,Low,PÂTE,1034.807,1247.557,6.953,6.132,7.740,7.009,-1.664,-1.847,-0.791,-2.340,8.617,7.979,8.531,9.349,13.944,14.121,16.621,11.175,25.855,25.104,26.445,26.024,29.575,29.315,29.346,30.035,24.814,22.387,23.642,28.389,23.962,23.207,25.197,23.503,202.861,203.403,203.082,202.090,0.680,0.669,0.671,0.699,81.314,80.772,81.565,81.582
French,S1,Reading,American,American,P9,M,High,IL,864.734,1038.232,-0.828,-2.614,0.392,-0.197,3.726,1.344,5.247,4.681,-4.555,-3.958,-4.855,-4.879,3.692,1.791,4.722,4.616,1.193,1.517,1.075,0.978,7.218,3.625,9.065,9.012,2.026,-0.847,0.667,6.239,19.677,19.121,19.426,20.535,219.936,224.770,217.904,217.064,0.629,0.620,0.632,0.635,78.144,83.245,75.200,76.602
English,S20,Reading,American,American,P1,C,Low,TRAP,762.967,943.680,3.118,5.653,4.838,-1.020,-2.822,1.411,-0.076,-9.614,5.940,4.243,4.913,8.594,10.299,8.556,8.989,13.226,30.583,25.328,31.839,34.545,30.871,27.607,32.782,32.255,33.137,29.355,34.859,35.200,21.895,22.961,25.374,17.520,169.895,169.525,157.550,182.022,0.541,0.510,0.527,0.609,42.030,49.818,38.823,34.965
English,S20,Reading,American,American,P11,M,High,KIT,816.982,935.140,4.532,4.294,6.461,2.876,-0.706,-4.531,4.126,-1.671,5.238,8.825,2.335,4.547,5.597,-2.103,9.476,9.409,14.547,12.114,15.480,16.029,11.597,9.531,14.518,10.762,20.811,17.751,21.750,22.876,21.384,20.781,23.375,19.991,165.791,175.794,162.655,158.886,0.435,0.445,0.411,0.454,52.387,56.417,57.305,40.214
English,S20,Reading,American,American,P13,M,High,FLEECE,1084.279,1188.537,0.057,-5.564,2.522,3.339,-6.902,-7.696,-5.612,-7.352,6.959,2.132,8.135,10.690,1.407,1.466,2.616,0.190,13.249,12.680,15.491,11.682,10.869,7.425,10.306,14.915,5.699,-6.452,7.465,16.212,20.090,17.474,23.514,19.350,169.000,173.646,172.584,160.847,0.512,0.458,0.505,0.578,57.048,53.146,61.168,56.937
English,S20,Reading,American,American,P14,C,High,KIT,1256.692,1365.584,2.676,4.502,7.370,-3.473,-1.650,-3.215,5.544,-6.890,4.326,7.717,1.825,3.416,2.638,-1.699,8.421,1.388,12.407,14.062,14.930,8.482,13.473,19.298,19.768,1.888,13.762,12.047,15.180,14.063,20.001,18.775,23.369,18.000,175.341,171.527,165.694,188.412,0.484,0.487,0.458,0.523,58.291,60.776,65.178,43.648
English,S20,Reading,American,American,P16,M,High,GOOSE,880.398,1070.378,7.915,9.620,9.373,4.749,-0.229,3.624,-1.227,-3.147,8.144,5.996,10.600,7.896,1.343,3.172,0.753,0.042,13.764,19.639,13.351,8.180,16.984,17.559,16.483,16.937,18.411,14.581,23.207,17.575,24.601,25.621,24.962,23.201,182.396,195.138,188.910,163.031,0.554,0.568,0.514,0.581,64.150,65.548,75.691,50.372
English,S20,Reading,American,American,P19,M,High,GOOSE,792.358,970.754,5.635,7.254,6.813,2.884,-5.036,0.152,-6.948,-8.345,10.671,7.102,13.761,11.229,-0.272,3.920,-3.512,-1.285,15.972,19.328,16.045,12.547,23.559,23.086,23.409,24.275,12.405,8.021,10.064,19.050,23.431,25.337,23.979,20.988,184.877,191.786,184.258,178.573,0.576,0.530,0.599,0.606,65.588,75.356,60.457,59.624
English,S20,Reading,American,American,P2,C,High,KIT,828.566,967.576,2.729,5.184,5.412,-2.198,0.128,2.744,4.536,-6.588,2.601,2.441,0.876,4.390,4.719,5.354,6.379,2.603,12.639,16.494,10.461,10.954,11.326,16.358,11.112,6.600,14.315,15.829,12.774,14.260,22.911,23.082,25.499,20.363,177.508,179.922,166.998,185.050,0.451,0.371,0.425,0.602,54.498,63.854,56.023,38.809
English,S20,Reading,American,American,P21,M,High,FLEECE,1001.476,1142.803,-2.548,-3.896,0.539,-4.136,-8.565,-7.579,-7.370,-10.687,6.017,3.683,7.909,6.550,2.406,1.356,2.592,3.352,13.768,12.734,14.234,14.417,5.627,5.571,4.530,6.763,7.816,1.320,9.801,12.596,21.083,20.320,24.444,18.630,173.619,179.023,169.428,172.081,0.547,0.464,0.523,0.650,45.056,49.720,47.253,38.491
English,S20,Reading,American,American,P22,C,High,FLEECE,1684.819,1800.661,-7.661,-13.409,-3.872,-5.735,0.803,0.039,3.016,-0.565,-8.464,-13.448,-6.887,-5.170,4.442,7.938,3.861,1.613,5.530,3.177,6.580,6.795,3.295,-0.267,5.291,4.813,3.608,-4.156,6.713,8.123,18.478,16.660,19.091,19.710,90.315,87.041,91.714,92.097,0.715,0.655,0.743,0.767,53.499,47.297,57.949,53.985
English,S20,Reading,American,American,P23,C,High,GOOSE,879.909,993.434,2.997,2.971,5.292,0.775,-5.199,-6.232,-2.170,-7.093,8.197,9.203,7.462,7.868,-1.738,-3.166,-1.487,-0.517,9.827,13.136,7.751,8.464,18.817,20.019,19.782,16.652,16.569,16.564,18.166,15.008,20.050,18.455,22.119,19.670,175.978,185.424,169.249,172.863,0.653,0.613,0.622,0.720,67.982,65.327,78.271,59.997
English,S20,Reading,American,American,P24,M,High,GOOSE,1396.362,1537.882,4.620,3.209,6.539,4.213,-4.276,-4.752,-2.514,-5.486,8.896,7.962,9.053,9.699,1.751,0.361,2.119,2.827,10.786,11.427,9.681,11.197,26.706,22.384,28.452,29.417,18.458,14.291,19.855,21.379,19.615,19.734,19.831,19.301,167.645,177.698,163.687,161.241,0.622,0.607,0.654,0.606,68.863,59.306,77.853,69.430
English,S20,Reading,American,American,P25,M,High,FLEECE,1376.804,1538.982,1.648,-1.963,2.339,4.608,-2.707,1.103,-1.794,-7.330,4.355,-3.066,4.133,11.938,1.474,2.427,2.621,-0.566,10.439,6.243,12.134,12.819,7.643,-1.786,6.214,18.408,14.833,4.731,13.714,26.034,20.067,20.708,20.498,19.059,175.739,200.522,174.612,152.105,0.493,0.411,0.456,0.606,56.048,64.049,58.591,46.246
English,S20,Reading,American,American,P26,C,High,FLEECE,1805.783,1916.991,-3.317,-5.653,-1.987,-2.249,-2.419,-3.339,-0.488,-3.353,-0.898,-2.314,-1.500,1.104,4.138,3.388,5.020,4.057,8.423,6.597,7.385,11.322,3.006,-1.454,1.873,8.559,1.738,-2.404,-1.881,9.386,19.990,18.275,24.411,17.386,189.072,194.593,185.326,187.110,0.477,0.478,0.470,0.493,44.182,42.485,47.359,40.080
English,S20,Reading,American,American,P27,C,Low,LOT,1488.012,1671.042,0.695,2.382,3.418,-3.639,-4.432,-2.389,0.579,-11.354,5.127,4.771,2.839,7.715,8.747,8.371,14.071,3.969,23.443,24.138,25.518,20.758,27.063,30.490,26.054,24.637,19.592,22.430,21.838,14.577,20.937,21.167,24.796,16.923,179.389,179.287,164.859,193.576,0.491,0.457,0.470,0.586,47.291,54.897,46.366,36.300
English,S20,Reading,American,American,P5,M,High,KIT,1342.051,1434.725,-10.867,-11.217,-8.176,-13.115,-9.000,-7.921,-6.061,-12.947,-1.867,-3.296,-2.115,-0.168,3.060,0.997,4.878,3.327,8.674,7.669,8.354,10.016,3.498,0.706,4.324,5.444,9.606,4.875,11.727,12.184,16.655,17.046,17.301,15.687,293.521,295.676,292.710,292.204,0.646,0.609,0.703,0,37.172,34.750,40.876,0
English,S20,Reading,American,American,P6,C,Low,TRAP,1200.589,1391.921,4.871,7.129,6.074,1.471,2.397,3.346,2.127,1.697,2.473,3.782,3.947,-0.227,7.724,8.683,8.197,6.281,24.896,23.567,26.762,24.378,29.659,28.195,31.359,29.435,30.477,28.197,35.795,27.467,22.486,23.753,23.462,20.318,145.189,170.866,159.713,106.069,0.564,0.502,0.542,0.668,46.513,52.675,43.508,42.553
English,S20,Reading,American,American,P7,C,High,FLEECE,1182.115,1313.692,3.091,4.578,5.995,-1.183,-3.520,-2.587,0.097,-7.930,6.611,7.164,5.898,6.746,-1.145,-0.803,-1.750,-0.882,7.686,9.811,5.953,7.223,11.320,14.144,8.953,10.790,10.982,14.023,10.475,8.485,21.417,19.046,25.900,19.444,170.008,175.366,166.323,168.339,0.624,0.616,0.632,0,58.757,62.185,55.412,0
French,S20,Reading,American,American,P1,M,Low,PLAT,874.175,992.333,5.756,6.372,6.016,4.880,1.344,0.825,2.815,0.480,4.413,5.548,3.201,4.400,9.143,9.246,7.025,11.124,25.848,24.003,24.013,29.515,26.972,26.119,25.562,29.207,27.098,25.316,26.670,29.349,23.883,23.162,26.927,21.651,168.979,177.385,165.262,163.918,0.492,0.440,0.546,0.491,40.481,45.895,41.277,34.428
French,S20,Reading,American,American,P10,M,High,RUE,1017.819,1133.660,5.153,6.274,5.670,3.552,0.249,2.461,2.912,-4.406,4.903,3.813,2.758,7.958,2.658,1.213,4.459,2.368,14.990,12.407,15.190,17.374,21.651,21.131,22.603,21.230,18.940,21.154,19.242,16.537,22.360,22.624,23.005,21.469,162.962,167.913,162.564,158.519,0.487,0.481,0.492,0.488,51.546,58.264,56.172,39.903
French,S20,Reading,American,American,P11,M,High,ROUE,705.410,816.618,1.514,0.123,2.378,2.060,-1.619,-3.441,-0.757,-0.643,3.133,3.564,3.135,2.703,3.480,-1.014,3.586,7.847,14.228,14.205,13.788,14.709,21.495,18.826,24.723,20.965,14.899,14.990,15.442,14.191,16.401,15.971,18.055,15.197,176.530,179.994,176.379,173.238,0.526,0.503,0.546,0.530,54.962,48.084,58.316,58.486
French,S20,Reading,American,American,P13,M,High,RUE,751.258,883.318,3.365,1.682,4.861,3.614,-4.822,-5.143,-4.470,-4.838,8.187,6.825,9.331,8.452,0.059,-0.373,-1.201,1.727,11.242,13.401,10.276,10.021,17.388,11.356,17.618,23.179,13.265,12.107,15.263,12.511,20.828,20.541,23.532,18.501,175.376,183.641,175.368,167.145,0.532,0.479,0.602,0.515,62.465,60.830,69.682,56.884
French,S20,Reading,American,American,P14,M,High,IL,899.660,1027.086,1.859,0.890,4.817,-0.086,-8.028,-7.421,-6.873,-9.804,9.887,8.311,11.690,9.718,0.420,0.898,0.052,0.303,12.929,13.972,12.241,12.610,15.622,14.509,15.075,17.315,10.736,9.813,10.347,12.012,19.250,17.269,23.183,17.335,165.901,165.109,159.981,172.460,0.594,0.599,0.587,0.596,43.732,45.323,43.410,42.118
French,S20,Reading,American,American,P15,M,High,ROUE,744.432,820.888,-2.640,-8.581,0.242,0.727,-8.821,-9.733,-7.152,-9.356,6.180,1.153,7.394,10.082,3.555,3.314,4.403,3.063,11.948,10.625,13.572,11.859,19.891,10.534,23.661,25.828,14.892,7.195,17.996,19.813,17.160,14.841,18.559,18.177,170.458,179.647,170.064,161.685,0.527,0.536,0.524,0.523,61.835,58.789,63.915,61.864
French,S20,Reading,American,American,P16,M,Low,PLAT,751.258,885.635,6.561,7.398,7.015,5.290,4.304,4.685,5.281,2.992,2.256,2.713,1.734,2.299,8.422,8.177,5.907,11.085,22.264,20.720,21.055,24.997,27.515,26.163,28.144,28.276,29.774,25.689,31.034,32.665,26.118,23.380,28.226,26.801,167.762,173.621,166.693,162.927,0.462,0.462,0.453,0.470,52.996,57.382,54.614,47.027
French,S20,Reading,American,American,P17,M,Low,PÂTE,723.580,888.076,3.934,4.285,4.521,3.026,-1.561,-4.650,-0.422,0.355,5.495,8.934,4.943,2.672,-13.957,-19.007,-16.342,-6.748,17.210,15.169,17.608,18.802,13.882,14.698,10.002,16.862,10.978,12.557,9.524,10.848,23.795,23.174,25.651,22.621,163.037,168.148,160.065,160.898,0.505,0.509,0.493,0.515,59.900,65.380,64.900,45.841
French,S20,Reading,American,American,P18,M,Low,PLAT,872.222,992.697,7.351,6.742,7.852,7.471,4.548,3.688,5.796,4.198,2.802,3.054,2.056,3.273,9.706,10.142,6.739,12.193,25.057,24.219,23.202,27.743,32.888,27.839,33.807,37.014,29.190,27.937,30.238,29.429,22.940,20.503,25.360,22.940,168.461,178.721,166.752,159.891,0.476,0.464,0.463,0.501,62.188,62.605,65.968,57.993
French,S20,Reading,American,American,P19,C,Low,PLAT,1016.718,1134.876,6.132,7.918,6.356,4.178,0.044,3.382,-0.227,-2.960,6.088,4.536,6.583,7.137,12.477,12.997,8.973,15.268,32.405,32.629,31.225,33.291,35.253,35.158,33.682,36.811,32.622,35.910,32.701,29.360,19.620,20.754,22.946,15.330,160.165,159.043,160.591,160.902,0.578,0.502,0.560,0.691,42.934,47.958,39.772,40.582
French,S20,Reading,American,American,P22,M,Low,PLAT,905.031,1020.872,4.740,4.422,4.697,5.103,2.537,0.088,4.176,3.456,2.203,4.334,0.520,1.647,8.672,12.106,5.022,8.645,21.307,24.545,18.458,20.747,24.338,27.352,21.994,23.534,26.241,25.801,23.646,29.154,23.630,19.356,26.285,25.372,173.431,187.761,169.061,163.166,0.444,0.408,0.447,0.472,51.044,56.262,49.497,47.963
French,S20,Reading,American,American,P23,M,High,IL,730.531,813.937,4.380,1.954,5.963,5.232,-4.561,-4.474,-3.734,-5.413,8.940,6.428,9.697,10.645,1.243,1.876,1.858,0.077,13.436,15.004,12.910,12.414,17.354,15.854,16.294,19.824,13.944,6.479,13.151,21.986,18.480,16.500,21.446,17.555,172.797,175.987,175.284,167.414,0.682,0.713,0.664,0.669,70.286,67.861,73.075,69.907
French,S20,Reading,American,American,P25,M,Low,PLAT,811.620,964.531,6.873,5.414,7.869,7.372,2.698,1.117,4.345,2.691,4.175,4.296,3.524,4.680,11.320,7.885,8.510,17.492,26.695,20.495,27.591,32.032,33.354,24.156,37.469,38.589,28.383,22.486,32.773,29.978,23.620,23.823,23.593,23.452,167.784,174.617,163.833,164.786,0.446,0.404,0.449,0.485,53.293,56.020,56.939,46.922
French,S20,Reading,American,American,P26,M,High,IL,656.756,772.598,4.294,3.999,5.978,2.964,-5.065,-2.864,-3.784,-8.444,9.359,6.863,9.762,11.408,0.714,2.362,0.604,-0.786,11.949,13.244,10.781,11.802,20.414,19.225,20.768,21.267,15.170,13.811,16.868,14.798,20.054,19.204,21.780,19.285,166.763,172.295,168.470,159.704,0.651,0.768,0.639,0.544,60.659,65.113,69.753,47.346
French,S20,Reading,American,American,P27,M,Low,PLAT,802.717,944.044,7.233,7.623,7.154,6.925,3.487,3.086,4.618,2.802,3.746,4.538,2.535,4.123,13.450,13.174,7.740,19.233,29.374,28.196,25.578,34.245,36.378,34.514,35.420,39.201,29.630,29.345,25.765,33.747,23.927,21.374,26.959,23.524,171.049,178.964,167.338,166.718,0.467,0.450,0.461,0.490,48.349,52.104,45.351,47.608
French,S20,Reading,American,American,P6,C,Low,PÂTE,877.708,1009.767,2.766,3.812,3.801,0.727,-4.904,-3.296,-3.081,-8.256,7.670,7.108,6.881,8.982,7.821,7.267,8.579,7.719,24.131,23.329,25.143,23.920,28.688,28.710,28.187,29.119,27.458,27.414,28.764,26.230,18.588,18.988,19.583,17.262,177.284,171.142,170.699,189.797,0.701,0.697,0.783,0.590,46.103,48.014,45.634,44.055
French,S20,Reading,American,American,P9,M,High,IL,686.387,809.179,-2.113,-1.150,-1.811,-3.352,-6.905,-5.546,-8.394,-6.803,4.791,4.396,6.583,3.451,3.342,2.733,3.020,4.318,17.006,15.977,17.504,17.575,16.268,15.278,16.400,17.130,14.438,12.143,16.016,15.266,16.509,17.733,17.306,14.526,167.114,171.572,164.672,165.014,0.567,0.517,0.505,0.679,43.441,49.785,41.495,39.041
English,S22,Reading,American,American,P1,M,Low,TRAP,887.013,1079.511,1.999,2.311,2.397,1.312,-2.203,-2.115,-0.032,-4.359,4.202,4.426,2.429,5.671,3.872,3.049,3.721,4.922,18.056,15.668,20.032,18.491,19.634,17.897,24.011,17.137,21.586,19.315,24.739,20.785,26.030,25.083,28.658,24.384,194.009,189.639,187.134,204.907,0.667,0.655,0.660,0.687,252.753,253.897,258.878,245.484
English,S22,Reading,American,American,P11,M,High,KIT,884.748,1020.629,2.198,0.614,3.786,2.264,-5.814,-5.052,-6.082,-6.316,8.012,5.666,9.868,8.579,-0.982,0.155,-2.529,-0.642,12.481,12.959,10.512,13.885,14.084,13.537,18.598,10.382,11.248,5.290,14.409,14.138,23.171,20.929,25.483,23.218,199.889,195.184,194.076,209.975,0.627,0.669,0.666,0.545,253.296,253.822,241.096,264.971
English,S22,Reading,American,American,P13,M,High,FLEECE,853.277,1036.717,2.023,-0.447,3.854,2.699,-2.745,-3.016,-4.589,-0.621,4.769,2.569,8.443,3.320,2.091,1.703,1.798,2.775,17.543,14.504,16.610,21.535,13.838,12.622,19.388,9.549,14.204,10.920,22.504,9.207,21.730,18.459,21.469,25.303,207.067,208.987,196.641,215.490,0.681,0.687,0.704,0.652,302.738,287.289,289.703,329.197
English,S22,Reading,American,American,P14,M,High,KIT,1148.528,1320.645,1.578,1.442,2.910,0.440,-8.230,-8.688,-6.161,-9.755,9.809,10.130,9.071,10.195,-0.928,1.717,-1.266,-3.232,12.750,16.136,9.456,12.554,16.820,22.362,17.787,10.458,19.214,23.102,18.790,15.786,20.694,18.559,21.131,22.413,193.548,189.125,185.739,205.367,0.682,0.645,0.673,0.720,228.097,213.498,226.948,241.047
English,S22,Reading,American,American,P16,M,High,GOOSE,885.204,1079.967,2.103,3.905,2.518,-0.103,-8.004,-7.168,-7.660,-9.220,10.107,11.072,10.179,9.116,7.982,1.889,10.003,12.046,27.621,21.139,32.096,29.645,28.250,22.809,32.118,29.901,34.463,35.129,35.458,32.887,19.043,18.852,19.351,18.877,174.556,186.066,173.910,163.688,0.590,0.602,0.590,0.578,168.441,145.500,167.749,192.444
English,S22,Reading,American,American,P19,M,High,GOOSE,851.233,1000.703,0.738,2.097,1.102,-0.969,-8.646,-4.065,-8.924,-13.010,9.383,6.162,10.027,12.041,-0.001,3.124,-1.575,-1.615,16.747,19.826,15.448,14.942,28.980,29.277,30.676,27.017,16.352,12.011,18.049,19.025,18.756,17.642,19.890,18.804,174.112,179.294,173.860,169.158,0.599,0.614,0.601,0.581,193.797,161.156,187.655,232.456
English,S22,Reading,American,American,P2,C,High,KIT,1011.571,1179.158,-0.466,0.188,1.521,-3.035,-7.647,-7.125,-6.863,-8.922,7.181,7.314,8.384,5.888,-2.621,-4.101,-4.604,0.757,10.181,9.134,8.894,12.451,12.170,15.690,12.667,8.231,17.089,15.967,17.465,17.807,21.128,20.411,23.348,19.694,194.646,187.221,183.491,212.804,0.587,0.608,0.624,0.457,189.955,192.023,185.593,195.654
English,S22,Reading,American,American,P21,M,High,FLEECE,1039.802,1168.889,-5.565,-6.105,-3.910,-6.612,-12.277,-12.321,-10.909,-13.558,6.712,6.216,6.999,6.946,1.707,0.599,1.067,3.400,9.719,8.875,7.034,13.139,12.848,11.774,12.510,14.194,11.296,7.458,11.931,14.540,18.935,16.874,22.454,17.575,155.318,167.447,161.327,137.479,0.565,0.603,0.584,0.508,343.247,358.174,345.451,327.005
English,S22,Reading,American,American,P22,C,High,FLEECE,1427.085,1576.555,-1.283,-1.303,0.780,-3.252,-7.955,-9.354,-10.876,-3.730,6.672,8.051,11.656,0.477,0.840,0.669,-0.261,2.103,12.801,13.465,13.998,11.021,11.182,12.257,10.441,10.839,15.920,15.436,17.582,14.830,19.117,18.349,20.064,18.943,177.345,197.357,192.327,143.029,0.543,0.577,0.640,0.374,234.293,245.842,227.776,231.153
English,S22,Reading,American,American,P23,M,High,GOOSE,1050.305,1215.628,-0.368,-1.021,1.547,-1.595,-8.673,-9.101,-9.178,-7.754,8.305,8.080,10.725,6.159,0.168,1.294,-2.250,1.407,13.366,13.422,11.760,14.908,23.248,24.946,26.346,18.492,15.719,15.041,17.873,14.309,21.388,17.633,24.941,21.595,202.360,194.908,196.638,215.464,0.640,0.636,0.651,0.632,223.708,207.768,238.355,222.398
English,S22,Reading,American,American,P24,M,High,GOOSE,1235.042,1418.481,1.073,1.464,1.579,0.198,-7.302,-9.018,-9.001,-3.941,8.375,10.482,10.580,4.140,1.357,0.120,0.876,3.047,11.962,12.260,11.911,11.723,28.127,26.627,30.678,27.130,16.054,17.542,16.014,14.638,18.639,16.863,19.492,19.578,197.995,184.178,191.099,218.547,0.659,0.651,0.684,0.641,196.239,186.995,186.602,214.211
English,S22,Reading,American,American,P25,C,High,FLEECE,1358.281,1505.486,-6.285,-7.411,-5.018,-6.399,-15.865,-15.034,-14.297,-18.177,9.580,7.623,9.279,11.778,2.704,0.939,2.095,5.138,17.126,13.534,15.476,22.315,16.310,14.271,14.830,19.790,15.929,12.827,13.448,21.460,16.189,15.188,18.271,15.149,153.562,173.348,140.233,146.961,0.457,0.517,0.418,0.444,211.938,242.012,207.429,186.635
English,S22,Reading,American,American,P26,C,High,FLEECE,1400.486,1531.838,-7.951,-10.454,-6.544,-6.744,-7.904,-0.355,-4.127,-19.215,-0.047,-10.099,-2.417,12.471,3.913,7.544,5.542,-1.384,13.745,15.030,11.978,14.179,15.654,15.760,12.897,18.289,13.389,10.567,10.774,18.884,19.061,21.185,20.518,15.530,137.964,99.026,133.466,181.381,0.407,0.338,0.464,0.397,221.963,231.664,226.664,203.793
English,S22,Reading,American,American,P27,M,Low,LOT,1367.461,1652.812,-2.616,0.416,-0.672,-7.582,-9.268,-4.629,-8.736,-14.443,6.652,5.046,8.064,6.861,8.883,17.082,2.140,7.232,20.240,27.916,20.376,12.342,28.882,38.447,26.994,21.101,12.651,26.011,9.275,2.591,19.587,19.588,21.467,17.729,208.841,185.979,197.914,242.710,0.655,0.645,0.674,0.630,200.566,211.915,207.575,156.466
English,S22,Reading,American,American,P5,C,High,KIT,1713.481,1835.775,-6.294,-6.052,-4.442,-8.278,-16.786,-16.647,-14.260,-19.365,10.492,10.595,9.818,11.087,0.876,-1.223,2.942,0.964,16.896,15.953,17.249,17.518,17.540,17.772,18.864,16.133,22.192,18.722,23.607,24.317,16.496,16.198,16.921,16.369,182.548,192.255,169.766,185.126,0.306,0.418,0.310,0.205,192.660,186.994,204.900,184.587
English,S22,Reading,American,American,P6,M,Low,TRAP,1061.727,1276.873,1.051,1.267,1.041,0.851,-3.331,-2.558,-3.097,-4.320,4.381,3.825,4.138,5.171,7.984,9.140,5.003,9.817,21.092,18.924,21.737,22.571,27.035,30.251,27.472,23.457,22.496,22.584,24.108,20.852,21.489,20.787,22.275,21.359,187.581,180.606,181.895,200.010,0.660,0.654,0.667,0.659,236.556,245.248,237.456,226.784
English,S22,Reading,American,American,P7,M,High,FLEECE,1364.255,1488.813,-1.591,-3.509,0.225,-1.379,-4.280,-5.148,-4.206,-3.472,2.689,1.638,4.430,2.092,3.237,3.992,2.667,3.018,18.179,15.283,21.971,17.568,10.782,10.103,13.237,9.122,7.399,7.345,6.519,8.316,22.788,17.079,27.504,24.080,196.867,193.146,194.555,202.784,0.691,0.683,0.685,0.704,194.968,181.225,206.826,196.229
French,S22,Reading,American,American,P1,M,Low,PLAT,1059.128,1222.186,-0.275,-1.101,1.282,-0.980,-9.602,-8.533,-10.421,-9.899,9.327,7.432,11.703,8.919,-22.187,-17.335,-23.458,-25.866,17.459,15.561,20.177,16.668,11.295,10.542,12.248,11.163,9.740,7.531,12.737,9.016,23.355,19.314,26.826,23.945,181.789,181.531,175.128,188.646,0.637,0.629,0.625,0.655,270.068,255.224,275.211,277.435
French,S22,Reading,American,American,P10,M,High,RUE,1074.981,1262.951,3.423,3.017,3.076,4.175,1.681,6.119,5.575,-6.512,1.742,-3.103,-2.499,10.688,1.532,2.821,2.522,-0.728,13.798,8.824,15.562,16.974,18.669,15.167,16.593,24.140,15.177,12.849,14.773,17.862,23.601,22.819,23.307,24.679,201.359,185.458,194.743,223.627,0.634,0.653,0.658,0.590,318.609,291.278,335.184,329.537
